Venue,Sentiment,Text
the cross keys york,negative,"The pub has no parking itself, although it is only a short distance to various city centre car parks and the various bus routes in York. There is an accessible toilet with rails etc, but it is accessed via a narrow corridor, then you have to turn immediately right to get in to the toilet, which is quite small and you would probably need to reverse out as there is not enough room to turn around. The door opens outwards so there is room to get your wheelchair in"
the cross keys york,positive,"The accessible toilet is very spacious, with good lighting and hand rails in appropriate places. There are lowered mirrors enabling wheelchair users to see themselves which is often overlooked!  The accessible toilet is also home to the pub's only baby changing facilities - as such, it may sometimes be quite busy.  However, the staff are good at ensuring the toilet is kept clean and well stocked."
the crossed peels stirling,positive,"There are 2 entrances, one on the lower floor coming in from Baker Street and then another to the upper level from Spittal Street. There was a disabled bay immediately in front of the Baker Street entrance - see photo- but it’s central Stirling so is quite likely to often be occupied. The train and bus station is about a 15 mins walk but uphill!  We had parked in the thistle centre car park and walked up. Still a bit of a climb.  Good sized , clean and even had a red cord that reached the floor! "
the crown at mickleton mickleton,positive,Accessible loo wasn't separately signed - it just said Toilets. But that's fine - I look forward to the time when all loos include an accessible one automatically! This one had all necessary grab rails and alarm cord. Really smart and clean.
the cruin arden,negative,There was a car park with plenty of space when we visited but I expect that it could become very busy at times. There were no marked spaces and so I feel it would benefit from having a few marked accessible spaces. The road leading up to the restaurant is in quite a poor condition with lots of potholes. 
the crystal palace glasgow,negative,Parking not available directly outside although there is a q park across the road
the crystal palace glasgow,positive,Access toilet both floors 
the cumberland bar edinburgh,negative,A bit of a walk  from Broughton Street and Dundas Street
the cuthbert brodrick leeds,negative,City centre pedestrian location. 
the cuthbert brodrick leeds,positive,"Well thought out. Not posh but included red cord correctly set, coat hook on door, sanitary bin at narrow side of toilet leaving wide side clear for right to left side transfer. No spring on door and rail on door to assist opening and closing.  It's in town, so good for public transport, but unsure where exactly the accessible parking spaces would be.  Easy to find the toilet, clean and well equipped. "
