Unnamed: 0,Venue Name,Text,Sentence Count,Sentences,Word Count,Review ID,Gold Aspect Labels,Gold Sentiment Labels
374442,Salsa shop,"Great food, the place is very quiet, but the WiFi internet is not working. If you like guacamole ask to be aside to the burrito, they will give you two spoons of guacamole instead one",2,"Great food, the place is very quiet, but the WiFi internet is not working.",16,293627,"other, noise levels",netural
375518,Bar Baarsch,"Speakeasy establishment, friendly service, friendly people, quiet neighborhood, and Dutch. Always love to visit this place when in town and enjoy talking to new people here. Wheelchair accessible and toilette available. Bartender is …",4,Wheelchair accessible and toilette available.,5,615824,"wheelchair, toilet",netural
377322,O' Sole Mio," Fantastic very tasty food, friendly service. Wheelchair could not enter but was guarded outside by friendly employee. …",3,Wheelchair could not enter but was guarded outside by friendly employee.,11,615826,"wheelchair, staff",netural
384861,Karaat,"A beautiful location  on the water of the Ij accessible  by boat.
There is a hip bar / restaurant with a modern and attractive decor.
There is also a possibility for a private area for events
The area is still developing making access a little dificult.",3,"There is also a possibility for a private area for events
The area is still developing making access a little dificult.",21,548434,other,netural
394726,Vondeltuin,"Love the cocktails! Perfect place to go during corona cause it’s outside and also in Vondelpark, easy to access. Also the prices a super ok, for Amsterdam. Recommend the place and especially the cocktail outside the bar!",4,"Perfect place to go during corona cause it’s outside and also in Vondelpark, easy to access.",18,437231,general accessibility,positive
421046,"Waroeng ""adji"""," Friendly service, very tasty and varied dishes also for vegetarians. Easy parking in front of the door. In short, an absolute must. …",4,Easy parking in front of the door.,7,231072,parking,positive
427685,Starbucks,"Great staff, very kind although it was very crowded, good coffee and very easy access. Loved it!",2,"Great staff, very kind although it was very crowded, good coffee and very easy access.",17,303683,"staff, noise levels, general accessibility",positive
431896,The Happy Bull,"We each had a burger and a milkshake, their specialties and some fries to share. The burgers were really, really good, something we actually talked about a long time after going there. The milkshakes also were amazing. On top of that the service was excellent. Easy 5/5 :)",5,Easy 5/5 :),6,230995,other,positive
438917,Brouwerij Troost Westergas,Absolutley a nice place for relaxing when drinking some fine beer. Located in a picturesque park. Easy accessible by public transport.,3,Easy accessible by public transport.,5,231004,transport,positive
449603,Park Plaza Brasserie," Great staff, great food, great access!

The staff is awesome! The food is delicious! Access is very good (less than 10 …",4," Great staff, great food, great access!",9,52563,"staff, other, general accessibility",positive
449603,Park Plaza Brasserie," Great staff, great food, great access!

The staff is awesome! The food is delicious! Access is very good (less than 10 …",4,Access is very good (less than 10 …,8,151801,general accessibility,positive
449638,Park Plaza Brasserie," Friendly service, wheelchair accessible also for disabled toilets. Tasty and good food for vegans too. …",3," Friendly service, wheelchair accessible also for disabled toilets.",9,39347,"staff, toilet, wheelchair",positive
452314,Burger Land,I came here for lunch on a Friday around 1:00pm. Easy access was from two thoroughfares and there was ample parking. On this Friday the establishment wasn't crowded so there was immediate service. According to the order taker the number one …,4,Easy access was from two thoroughfares and there was ample parking.,11,231001,transport,positive
458303,Shabu Shabu," in a word I had fantastic, delicious food and fresh! wine also great. and well organized regarding ordering. Easy to reach by public transport. …",5,Easy to reach by public transport.,6,231164,transport,positive
459344,Caf√© Emmelot,"You go there with friends, don't feel like drinking and you cannot stay if you're not consuming just because you are ""taking a seat"". Not to mention that every person in the group must consume to get access to the WiFi. The place is nice, it really is, but this kind of idiotic management creates an awful experience.",3,Not to mention that every person in the group must consume to get access to the WiFi.,17,418807,other,netural
459542,Caf√© Emmelot," Paid access (although we had spent at least € 30) and rude waiters. Ah, if you go three times to the toilet, you have to pay 3 times ... …",2,Paid access (although we had spent at least € 30) and rude waiters.,14,83084,staff,negative 
468758,Kantjil & De Tijger,It will take about 15 minutes to get seated on Thursday at 9pm. There is wireless internet for use. Pepesan Oedang (Spicy shrimps steamed in a banana leaf) is spicy and good for dinner. It is recommended. …,5,There is wireless internet for use.,6,549059,other,netural
477064,Dignita,Relaxed lunch. Location is easy to reach with public transportation. …,3,Location is easy to reach with public transportation.,8,377459,transport,netural
478679,Bagels & Beans IJdock,"THE BEST parking garage ever, never before I have experienced such a good value for money. It is easy to access and if you make a reservation online you will pay a maximum of 20 EUR/24h. You will park in a light parking garage with bumpers …",3,It is easy to access and if you make a reservation online you will pay a maximum of 20 EUR/24h.,22,357731,"general accessibility, other",positive
478694,Bagels & Beans IJdock,"Great facilities, easy access and Top location. If you prepay online in advance you can get a €10 daily rate, which a half price of what usually will pay in Amsterdam.",2,"Great facilities, easy access and Top location.",8,290263,general accessibility,positive
478776,Bagels & Beans IJdock," Easy to reach, behind Amsterdam Central Station, clean and tidy, spacious parking spaces and easy to reserve online for 24 hours or more. Fairly cheap as you are in the center within 15 minutes' walk. I've done it …",3," Easy to reach, behind Amsterdam Central Station, clean and tidy, spacious parking spaces and easy to reserve online for 24 hours or more.",26,29257,"transport, general accessibility, other",positive
478791,Bagels & Beans IJdock," The best car park in Amsterdam, close to the station (5 minutes on foot), a more than attractive price for the little that you reserve in advance on the Internet. Very easy access, this ultra secure car park will …",2," The best car park in Amsterdam, close to the station (5 minutes on foot), a more than attractive price for the little that you reserve in advance on the Internet.",34,101022,"parking, transport",positive
