,Name,Sentiment,Text,Label
680083,Bagels & Beans IJdock,positive,…,1
271195,Duke of Tokyo,positive,"Good ambient and decoration, Heineken from the tap.",1
629463,De Bekeerde Suster,positive,Conclusion: one of the better places worth a visit.,1
234657,Albina,positive,"(Translated by Google) Normal AH, but busy.",1
646358,van Kerkwijk,positive,The food is sublime ...,1
541800,Bakkerswinkel Neeltje,negative, (Original) …,0
148896,Ron Gastrobar Oriental,positive,Hard to find the same quality elsewhere.,1
349511,Castell,positive,"Good service, very clean place.",1
406025,Gollem,positive,(Translated by Google) Good service very friendly quiet and good cheese boards.,1
776063,The Roast Room,positive,Good atmosphere and service.,1
634525,Lime Bar,positive,Everyone that works at the Lime are great people and they always make you feel like Family.,1
164554,Genroku,positive,Best sushi restaurant I've eaten in Amsterdam so far.,1
329734,Ashoka,positive,(Translated by Google) Excellent Nepalese Indian restaurant.,1
408266,Kapitein Zeppos,positive,Cozy interior and good service.,1
410678,Stoop & Stoop Eetcaf√©,positive, (Original) …,1
724444,Snackbar Bobo,positive,Snack Bar is a great spot on SoCo. I like that they're open late and sometimes have live music.,1
326842,Lange Leo,positive,(Translated by Google) Nice brown pub with pleasant bar staff  (Original) …,1
760155,The Bulldog Rock Shop,positive,Check ⭐⭐⭐⭐⭐,1
765369,Small Talk,negative,Rice was available so good for Asians as well,0
379383,Asian Kitchen,positive,Please do not forget to try out their red-sambol.,1
716282,"Denc, Dik & Cunningham",positive,(Translated by Google) What an experience! Super hostess with a passion for the profession.,1
726465,Wolf Atelier,positive,The 5 course menu is definitely recommended.,1
441428,Hap Hmm,positive,Friendly service.,1
33721,CAU,positive,We were very fortunate to get in on a Sunday night without a booking.,1
281371,Ron Gastrobar,positive,On toilet radio reports from Dutch team and Sex in the City monologues.,1
810320,Lokaal Loosie,positive,The bar/ restaurant is definitely a must have for any young human who visits Amsterdam.,1
700790,Café Carbòn,negative,"(Translated by Google) Unfortunately I sat at a high table, they would keep an eye on the low tables but never came back to it ..",0
47479,Caf√© Droog,positive,Very beautiful place for art and cafe!,1
442050,De Hu's,negative,"(Translated by Google) Dim Sum: it's not bad, really good is different.",0
274991,Dönerland Eethuis,positive,"(Translated by Google) The employees were extremely kind, the doner was quite delicious.",1
152863,Mads,positive,The music is not too loud either.,1
16147,Baibua,positive,(Translated by Google) Location quite correct.,1
155304,Coffeeshop Rock-it,positive,"A great menu selection to choose from, prices are average for Amsterdam.",1
148945,Ron Gastrobar Oriental,positive,(Translated by Google) Delicious eaten.,1
350838,Gartine,positive,(Translated by Google) Original food!  (Original) Originelles Essen!,1
701599,Tempo Doeloe,positive,Nice restaurant quality food  portions could be bigger.,1
598523,Maoz,negative,"The food is really nice, but the service was a disaster.",0
326491,Bistro Bij Ons,negative, (Original) …,0
775818,Pata Negra,negative,"(Translated by Google) Tapas delicious, not well heated, a bit sloppy thing  (Original) …",0
262188,La Paella,positive,"Ordered the paella, lamb, sangria, flaming banana dessert.",1
148203,Hotel Buiten,negative,(Translated by Google) No possibility to go inside with a mobility scooter.,0
432567,Piqniq,positive,Excellent Food and affordable price,1
185727,Fondue & Fondue,positive,(Translated by Google) It was very good as always.,1
222556,Grizzl,negative,Good chips too.,0
807455,Barney's Lounge coffee shop,positive,love this place and the fact that it holds volcano for us non smokers!!,1
194574,Dignita Hoftuin,positive,(Translated by Google) A stunning place with a good atmosphere and excellent food.,1
363804,smaaQt,negative,"One star for interior, one for chlorine smell from toilets and therefore clean.",0
457250,Eet cafe Sonneveld,positive,So I ordered a stamppot and a shrimp dish.,1
496127,Proost & Stroop,positive,"(Translated by Google) Tasty, but it took a while for the order to arrive.",1
9749,Cobra Caf√©,negative,And even paying customers have to spend .50 Euro to use the bathroom (which is pretty cool but still).,0
220269,'t Sluisje,positive,…,1
754981,Coffeeshop Happy Days,positive,But I regretted 0%.,1
692095,Black and Blue,positive,Very tasty for the rest …,1
740367,Restaurant Dubbel,positive,Can recommend it.,1
193842,Dignita Hoftuin,positive,Great location and atmosphere.,1
333551,Free I Coffeeshop,positive,And there is also delicious tea …,1
774698,Grill Burger,positive,The best burger and halal,1
705475,Cafe Remember,positive,Great place to stop for an afternoon drink,1
795952,Hoi Tin,positive,"(Translated by Google) A restaurant where you don't come for the decoration, but the best Chinese cuisine in town! …",1
20027,Golden Brown Bar,positive,(Translated by Google) Always good to have a drink here!  (Original) …,1
62329,Gollem's Proeflokaal,positive,Kitchen with excellent chef and …,1
410071,Bangkok,positive,I was craving spicy Thai food and found this location on Yelp.,1
812038,Casa del Toro,negative,"(Translated by Google) It was a bad experience for me, I didn't like it, and I honestly liked trying the restaurants.",0
601181,Coffee Roastery,negative,Too dirty.,0
721844,Café Maxwell,positive,"Nice terrace, good food.",1
590909,De Brabantse Aap,positive,(Translated by Google) Nice tent with a glass conservatory right on the Spui.,1
200086,Hoi Tin,negative,Prices have increased a lot and customer service can improve.,0
426272,Cafe de Barones,positive,Best bar ever,1
477864,Bhatti Pasal,positive,Visited twice in two months and always great to discover such unusual and nice …,1
770032,Teddy's Corner,positive,"The food was so good! And the staff was so friendly, I enjoyed my meal! Would love to go back!",1
728488,Pastai,positive,Lovely quiet little place.,1
788140,Pizza Heart Bar,positive,"Excellent service, nice and quiet location, great wine selection.",1
501475,Senses,positive,"(Translated by Google) Nice! Small, quiet something unclear but overall delicious eaten.",1
40514,Leeman Döner,positive,Meat eater friends loved the meat options.,1
603677,Caf√© Bouwman,negative,…,0
219602,De Gouden Hoek,positive,(Translated by Google) Well what can I say about it.,1
271967,Teds place,positive,"I won't write a long review for this place because it's unnecessary - it's simply excellent! From the bright, modern interior, to the friendly staff, to the delicious and fresh food and drinks, TED knocked it out of the park on every level.",1
474937,Momo,negative,"(Translated by Google) Bar-lounge-restaurant that is trendy, cozy atmosphere and music ""electro"" in the background (but a little strong for my taste).",0
276126,Pastis,positive,"Had an amazing time today celebrating Mother's day with my wonderful family,the food was absolutely delicious!!",1
782136,Kratiam Thai,positive,It is definitely worth waiting and return.,1
503698,Cafe Kadijk,positive,Spacious terrace in a beautiful spot.,1
705728,caf√© De Tulp,positive,Fantastic local with a unique vibe both indoors and out.,1
289195,Ijswinkel Massimo Gelato,positive,Delicious!!,1
432195,Piqniq,positive,We broke that pact by coming back to Piqnic …,1
90455,Los Pilones,negative,👎 This is not okay – especially if you don‘t ‚warn‘ your customers before you serve.,0
461349,Cafe Smit & Voogt,positive,"Food is delicious , great atmosphire  ...",1
270145,Café Luxembourg,positive,"Nice drinks, atmosphere.",1
759626,NJOY Cocktailbar,positive,Here I drank my best gin cocktail.,1
309729,Village Bagels,positive,Nice food,1
565880,Kwekkeboom,positive,"(Translated by Google) Delicious-Coffee❗Nice-Staff😍Clean-Business + Toilet🌝} IVM-Operation, I need👀} but above all H-PASTRY💚 Everyone Happy-2018 ~ Until-Soon again🙋 ~ …",1
147071,The Stones,positive,Anything goes,1
117055,Lucca Due,negative,(Translated by Google) Food quality good price  (Original) Cibo qualita prezzo buono,0
447478,Rotisserie Amsterdam,positive,I sat at the bar and enjoyed my feed a lot.,1
528318,Quartier Putain,positive,Great service! Very good atmosphere and location.,1
766923,Geflipt,positive,The taste of the hamburger itself was great.,1
119377,Café Louis-Davids,positive,(Translated by Google) Super place to go super owner is not really around the corner if you live in Limburg but if you are in Amsterdam East go there go there …,1
81304,Bagels & Beans,positive,"Brilliant service, tasty bagels.",1
776026,The Roast Room,negative,…,0
145502,Venster 33,negative,But some nice things were there.,0
531960,Ellis Gourmet Burger,positive,(Translated by Google) Nice and fresh restaurant with delicious burgers and accessories.,1
13355,Aran Irish Pub,negative,"The prices are proud and the cleanliness leaves something to be desired (see tables, floors and glasses) …",0
335684,Badeta koffiebranders,negative,Great coffe quality and taste.,0
391659,Ali,positive,Even better than Turkey!,1
515391,Starbucks,positive,Feel art.,1
437808,De blauwe Hollander,negative,Not worth it.,0
268224,Madam Pancake,negative,…,0
730477,Polder,positive,That was not communicated in advance.,1
387515,Alfonso,positive,Very good food.,1
170573,il Sogno,positive,"(Translated by Google) Traditional, thin and crispy pizzas I recommend …",1
599028,Maoz,positive,"(Translated by Google) Delicious falafel, he must be like that.",1
134794,Vegan Sushi Bar,positive,"No alcohol, why not?",1
356708,Paskamer,negative,Super impersonal.,0
617983,The Fat Dog,positive,Nice Spot Before  The Theater,1
549922,The Flying Dachman,positive,If you want to relax & enjoy it at ease come when it's not busy!,1
611132,The Happy Bull,positive,The prices are also very affordable and the staff is genuinely nice.,1
149738,Dam Good Coffee,positive,Best place to spend time,1
167988,Eetsalon Van Dobben,positive,Wonder what works when it gets really busy ...,1
58819,Kaagman & Kortekaas,positive,(Translated by Google) Food top! Especially in relation to price.,1
643626,Krom,negative,"They are serving good coffee and alcohol beverages but of course service is under evaluation, wc is filthy, free wifi.",0
331185,Orontes West,positive,Friendly Turkish place nice lentils soup.,1
503852,Café de Doelen,positive,Really tasty carrot cake.,1
541829,Caf√©,positive,Coffee was excellent and service was superb.,1
145652,Venster 33,positive,…,1
432876,Piqniq,positive,(Translated by Google) Good sandwiches 5 stars  (Original) Goeie broodjes 5 sterren,1
395901,Bagel & Beans,positive,(Translated by Google) Delicious bagels eaten with my daughters  (Original) …,1
593277,al B√†caro,positive,"Intimate setting, great service, excellent food",1
700101,Aneka Rasa,negative,"If you're asian or if you've ever had proper Indonesian food in Indonesia or want too in the future, avoid this place like the plague.",0
770935,Caf√© Maxwell,positive,"(Translated by Google) Cozy, nice service and ijwitjes!  (Original) …",1
285589,Ellis gourmet burger,negative,And it's expensive!,0
292660,Loetje Zuidas,negative,"(Translated by Google) Terrible, rotten location, and gravy, gravy and gravy ..",0
141904,tomo sushi,positive,(Translated by Google) Very friendly service.,1
200376,Cafe Van Zuylen,positive,Julia F was amazing!! Great first experience in Amsterdam.,1
31938,Café van Daele,positive,Little joke does not work at all …,1
257901,Eetcaf√© Blauwbrug,positive,Very friendly personnel and great burgers.,1
343157,Cafe De Pool,positive,Friendly and brisk service.,1
763016,Greenwoods,positive,Best full english on the continent I think...,1
788306,Pizza Heart Bar,positive,Very delicious pizza and nice staff,1
328510,Ashoka,positive,They offered us drinks on the house while we wait for the food.,1
676151,Dignita,positive,Great place for a breakfast or brunch.,1
669514,China Si Chuan Restaurant,positive,…,1
763241,Greenwoods,positive,"Food good, rather small menu.",1
